estado;regiao;interestpol;high_interest;high_med_interest;med_interest;low_interest;low_no_interest;sem_interest;votedifsex1;votedifsex2;evervotefem;faltapoiofam;dific_conc_h;apoio_party;falta_interesse;div_sexual_trab;reasonparty;presidsymbolic;femrightsconhece;femrightsenough;parityagree;quotapunish;quotasenathird;haspartner;housekeep;haskids;haskidsin;haskidsinlittle;kidscare;kidstotal;wannakids;paidjob;assoc;levelasOUTDATED;levelassoc;familysupport;partnersupport;partnchangcitsupport;candwchance;thinkcand;sex;ageinterval;educalevel;incomeinterval;religion;pesos
sao paulo;sudeste;medio;nao_alto;alto_medio;medio;nao_baixo;alto_medio;algum_interesse;nao_faz_diferenca__mentes_abertas;nao_faz_diferenca;sim;outro;outro;falta_apoio_party;outro;outro;falta de apoio dos partidos politicos;influencia;nao_conhece;voce desconhece a legislacao;concorda;sim;a favor;tem_companh;tem_companh_divisao_igual;tem filhos;filhos_nao_moram;filhos_nao_moram;na;filhos_nao_moram;ja_tenho_filhos;sim;nao_sou_membro_de_assoc; ;nao_sou_membro_de_assoc;nao_apoiaria;apoiaria;apoiaria;sim;nao_nunca_pensou;feminino;60 anos ou mais;ensino_medio;mais de 2 a 5 sm;evangelica;0,117397168
sao paulo;sudeste;alto;alto;alto_medio;nao_medio;nao_baixo;alto_medio;algum_interesse;nao_faz_diferenca__mentes_abertas;nao_faz_diferenca;sim;outro;dificuldade de concorrer com um homem;outro;outro;outro;dificuldade de concorrer com um homem;nao influencia;conhece;suficientes;concorda;sim;a favor;tem_companh;tem_companh_divisao_igual;tem filhos;filhos_moram;filhos_moram_pequenos;filhos_peq_cuida_div;filhos_peq_cuida_div;ja_tenho_filhos;sim;sou_membro_de_assoc;medio;sou_membro_de_assocmedio;apoiaria;apoiaria;apoiaria;sim;sim_mas_nunca_se_candidatou;feminino;de 40 a 49;ensino_superior;mais de 2 a 5 sm;espirita;0,117397168
sao paulo;sudeste;nenhum;nao_alto;baixo_sem;nao_medio;nao_baixo;baixo_sem;nenhum_interesse;simhomens_engajados/as_patriarcado;faz_diferenca;sim;outro;outro;falta_apoio_party;outro;outro;falta de apoio dos partidos politicos;influencia;nao_conhece;voce desconhece a legislacao;discorda;nao;contra;tem_companh;tem_companh_divisao_igual;tem filhos;filhos_moram;filhos_moram_pequenos;filhos_peq_cuida_div;filhos_peq_cuida_div;ja_tenho_filhos;sim;nao_sou_membro_de_assoc; ;nao_sou_membro_de_assoc;apoiaria;nao_apoiaria;nao_apoiaria;nao;sim_mas_nunca_se_candidatou;feminino;de 30 a 39;ensino_medio;ate 2 sm;evangelica;0,117397168
sao paulo;sudeste;alto;alto;alto_medio;nao_medio;nao_baixo;alto_medio;algum_interesse;simmulheres_engajados/as_feministas;faz_diferenca;sim;outro;outro;falta_apoio_party;outro;outro;falta de apoio dos partidos politicos;influencia;conhece;insuficientes;concorda;sim;a favor;nao_tem_companh;nao_tem_companh;tem filhos;filhos_nao_moram;filhos_nao_moram;na;filhos_nao_moram;ja_tenho_filhos;sim;sou_membro_de_assoc;alto;sou_membro_de_assocalto;apoiaria;nao_tem_companh;nao_tem_companh;sim;sim_mas_nunca_se_candidatou;feminino;60 anos ou mais;ensino_superior;mais de 10 sm;espirita;0,117397168
sao paulo;sudeste;nenhum;nao_alto;baixo_sem;nao_medio;nao_baixo;baixo_sem;nenhum_interesse;nao_faz_diferenca__mentes_abertas;nao_faz_diferenca;sim;outro;outro;falta_apoio_party;outro;outro;falta de apoio dos partidos politicos;nao influencia;conhece;suficientes;concorda;sim;a favor;nao_tem_companh;nao_tem_companh;tem filhos;filhos_nao_moram;filhos_nao_moram;na;filhos_nao_moram;ja_tenho_filhos;nao;nao_sou_membro_de_assoc; ;nao_sou_membro_de_assoc;apoiaria;nao_tem_companh;nao_tem_companh;sim;nao_nunca_pensou;feminino;60 anos ou mais;ensino_fundamental;mais de 2 a 5 sm;na;0,117397168
sao paulo;sudeste;medio;nao_alto;alto_medio;medio;nao_baixo;alto_medio;algum_interesse;simhomens_engajados/as_patriarcado;faz_diferenca;nao;outro;outro;falta_apoio_party;outro;outro;falta de apoio dos partidos politicos;influencia;nao_conhece;voce desconhece a legislacao;concorda;sim;a favor;nao_tem_companh;nao_tem_companh;tem filhos;filhos_nao_moram;filhos_nao_moram;na;filhos_nao_moram;ja_tenho_filhos;sim;nao_sou_membro_de_assoc; ;nao_sou_membro_de_assoc;apoiaria;nao_tem_companh;nao_tem_companh;sim;nao_nunca_pensou;feminino;60 anos ou mais;ensino_fundamental;na;espirita;0,117397168
sao paulo;sudeste;medio;nao_alto;alto_medio;medio;nao_baixo;alto_medio;algum_interesse;nao_faz_diferenca__mentes_abertas;nao_faz_diferenca;sim;outro;outro;outro;falta_interesse;outro;falta de interesse por politica;nao influencia;conhece;insuficientes;concorda;sim;a favor;tem_companh;tem_companh_divisao_igual;tem filhos;filhos_moram;filhos_moram_pequenos;filhos_peq_cuida_div;filhos_peq_cuida_div;ja_tenho_filhos;sim;nao_sou_membro_de_assoc; ;nao_sou_membro_de_assoc;apoiaria;apoiaria;apoiaria;sim;nao_nunca_pensou;feminino;de 20 a 29;ensino_medio;ate 2 sm;catolica;0,117397168
sao paulo;sudeste;alto;alto;alto_medio;nao_medio;nao_baixo;alto_medio;algum_interesse;nao_faz_diferenca__mentes_abertas;nao_faz_diferenca;nao;outro;outro;falta_apoio_party;outro;outro;falta de apoio dos partidos politicos;nao influencia;nao_conhece;voce desconhece a legislacao;discorda;sim;a favor;tem_companh;tem_companh_divisao_igual;tem filhos;filhos_moram;filhos_moram_pequenos;filhos_peq_voce_cuida;filhos_peq_voce_cuida;ja_tenho_filhos;nao;sou_membro_de_assoc;alto;sou_membro_de_assocalto;nao_apoiaria;apoiaria;nao_apoiaria;sim;sim_mas_nunca_se_candidatou;feminino;de 30 a 39;ensino_superior;na;espirita;0,117397168
sao paulo;sudeste;nenhum;nao_alto;baixo_sem;nao_medio;nao_baixo;baixo_sem;nenhum_interesse;nao_faz_diferenca__mentes_abertas;nao_faz_diferenca;nao;outro;outro;outro;outro;outro;na;influencia;conhece;insuficientes;concorda;nao;a favor;nao_tem_companh;nao_tem_companh;tem filhos;filhos_nao_moram;filhos_nao_moram;na;filhos_nao_moram;ja_tenho_filhos;nao;nao_sou_membro_de_assoc; ;nao_sou_membro_de_assoc;apoiaria;nao_tem_companh;nao_tem_companh;nao;nao_nunca_pensou;feminino;60 anos ou mais;ensino_fundamental;ate 2 sm;espirita;0,117397168
sergipe;nordeste;baixo;nao_alto;baixo_sem;nao_medio;baixo;baixo_sem;algum_interesse;nao_faz_diferenca__mentes_abertas;nao_faz_diferenca;sim;outro;outro;outro;falta_interesse;outro;falta de interesse por politica;influencia;nao_conhece;voce desconhece a legislacao;concorda;sim;a favor;tem_companh;tem_companh_divisao_igual;nao tem filhos;nao_tem_filhos;nao_tem_filhos; ;nao_tem_filhos;quero_ter_filhos;sim;nao_sou_membro_de_assoc; ;nao_sou_membro_de_assoc;apoiaria;apoiaria;nao_apoiaria;sim;nao_nunca_pensou;feminino;de 20 a 29;ensino_medio;ate 2 sm;evangelica;0,005610249
sergipe;nordeste;medio;nao_alto;alto_medio;medio;nao_baixo;alto_medio;algum_interesse;nao_faz_diferenca__mentes_abertas;nao_faz_diferenca;sim;outro;outro;falta_apoio_party;outro;outro;falta de apoio dos partidos politicos;influencia;conhece;insuficientes;concorda;sim;a favor;nao_tem_companh;nao_tem_companh;tem filhos;filhos_nao_moram;filhos_nao_moram;na;filhos_nao_moram;ja_tenho_filhos;sim;nao_sou_membro_de_assoc; ;nao_sou_membro_de_assoc;apoiaria;nao_tem_companh;nao_tem_companh;sim;nao_nunca_pensou;feminino;de 50 a 59;ensino_medio;mais de 5 a 10 sm;evangelica;0,005610249
tocantins;norte;alto;alto;alto_medio;nao_medio;nao_baixo;alto_medio;algum_interesse;nao_faz_diferenca__mentes_abertas;nao_faz_diferenca;sim;outro;outro;falta_apoio_party;outro;outro;falta de apoio dos partidos politicos;nao influencia;conhece;insuficientes;concorda;sim;a favor;tem_companh;tem_companh_divisao_igual;tem filhos;filhos_moram;filhos_moram_pequenos;filhos_peq_cuida_div;filhos_peq_cuida_div;ja_tenho_filhos;sim;nao_sou_membro_de_assoc; ;nao_sou_membro_de_assoc;apoiaria;apoiaria;apoiaria;nao;sim_mas_nunca_se_candidatou;feminino;de 30 a 39;ensino_medio;ate 2 sm;evangelica;0,003479434
acre;norte;medio;nao_alto;alto_medio;medio;nao_baixo;alto_medio;algum_interesse;nao_faz_diferenca__mentes_abertas;nao_faz_diferenca;sim;outro;outro;falta_apoio_party;outro;outro;falta de apoio dos partidos politicos;influencia;nao_conhece;voce desconhece a legislacao;concorda;sim;contra;tem_companh;tem_companh_que_eh_responsavel;tem filhos;filhos_moram;filhos_moram_crescidos;na;filhos_moram_crescidos;ja_tenho_filhos;sim;nao_sou_membro_de_assoc; ;nao_sou_membro_de_assoc;apoiaria;nao_apoiaria;nao_apoiaria;nao;nao_nunca_pensou;masculino;60 anos ou mais;ensino_superior;mais de 5 a 10 sm;catolica;0,001726231
alagoas;nordeste;medio;nao_alto;alto_medio;medio;nao_baixo;alto_medio;algum_interesse;nao_faz_diferenca__mentes_abertas;nao_faz_diferenca;sim;outro;outro;falta_apoio_party;outro;outro;falta de apoio dos partidos politicos;nao influencia;nao_conhece;voce desconhece a legislacao;discorda;sim;contra;tem_companh;tem_companh_divisao_igual;tem filhos;filhos_nao_moram;filhos_nao_moram;na;filhos_nao_moram;ja_tenho_filhos;sim;sou_membro_de_assoc;baixo;sou_membro_de_assocbaixo;nao_apoiaria;apoiaria;apoiaria;nao;nao_nunca_pensou;masculino;60 anos ou mais;ensino_medio;na;espirita;0,007316251
alagoas;nordeste;medio;nao_alto;alto_medio;medio;nao_baixo;alto_medio;algum_interesse;nao_faz_diferenca__mentes_abertas;nao_faz_diferenca;sim;outro;outro;outro;falta_interesse;outro;falta de interesse por politica;nao influencia;conhece;insuficientes;concorda;sim;contra;tem_companh;tem_companh_que_eh_responsavel;tem filhos;filhos_moram;filhos_moram_crescidos;na;filhos_moram_crescidos;ja_tenho_filhos;nao;sou_membro_de_assoc;medio;sou_membro_de_assocmedio;apoiaria;apoiaria;apoiaria;nao;nao_nunca_pensou;masculino;60 anos ou mais;ensino_superior;mais de 10 sm;catolica;0,007316251
alagoas;nordeste;medio;nao_alto;alto_medio;medio;nao_baixo;alto_medio;algum_interesse;nao_faz_diferenca__mentes_abertas;nao_faz_diferenca;sim;outro;outro;falta_apoio_party;outro;outro;falta de apoio dos partidos politicos;influencia;nao_conhece;voce desconhece a legislacao;concorda;sim;a favor;nao_tem_companh;nao_tem_companh;nao tem filhos;nao_tem_filhos;nao_tem_filhos; ;nao_tem_filhos;quero_ter_filhos;sim;sou_membro_de_assoc;medio;sou_membro_de_assocmedio;apoiaria;nao_tem_companh;nao_tem_companh;sim;nao_nunca_pensou;masculino;de 20 a 29;ensino_medio;ate 2 sm;evangelica;0,007316251
amazonas;norte;medio;nao_alto;alto_medio;medio;nao_baixo;alto_medio;algum_interesse;nao_faz_diferenca__mentes_abertas;nao_faz_diferenca;sim;outro;outro;falta_apoio_party;outro;outro;falta de apoio dos partidos politicos;influencia;nao_conhece;voce desconhece a legislacao;concorda;nao;contra;tem_companh;tem_companh_que_eh_responsavel;tem filhos;filhos_moram;filhos_moram_crescidos;na;filhos_moram_crescidos;ja_tenho_filhos;sim;nao_sou_membro_de_assoc; ;nao_sou_membro_de_assoc;apoiaria;apoiaria;nao_apoiaria;sim;nao_nunca_pensou;masculino;de 40 a 49;ensino_medio;ate 2 sm;evangelica;0,008233311
bahia;nordeste;nenhum;nao_alto;baixo_sem;nao_medio;nao_baixo;baixo_sem;nenhum_interesse;nao_faz_diferenca__mentes_abertas;nao_faz_diferenca;sim;outro;outro;falta_apoio_party;outro;outro;falta de apoio dos partidos politicos;nao influencia;nao_conhece;voce desconhece a legislacao;concorda;sim;a favor;nao_tem_companh;nao_tem_companh;tem filhos;filhos_nao_moram;filhos_nao_moram;na;filhos_nao_moram;ja_tenho_filhos;sim;nao_sou_membro_de_assoc; ;nao_sou_membro_de_assoc;apoiaria;nao_tem_companh;nao_tem_companh;sim;nao_nunca_pensou;masculino;de 20 a 29;ensino_medio;mais de 2 a 5 sm;catolica;0,033796359
bahia;nordeste;baixo;nao_alto;baixo_sem;nao_medio;baixo;baixo_sem;algum_interesse;na_misteriosos;na;nao;outro;outro;falta_apoio_party;outro;outro;falta de apoio dos partidos politicos;influencia;conhece;insuficientes;concorda;sim;a favor;tem_companh;tem_companh_que_eh_responsavel;tem filhos;filhos_moram;filhos_moram_crescidos;na;filhos_moram_crescidos;ja_tenho_filhos;nao;sou_membro_de_assoc;medio;sou_membro_de_assocmedio;apoiaria;apoiaria;apoiaria;sim;nao_nunca_pensou;masculino;60 anos ou mais;ensino_medio;mais de 5 a 10 sm;catolica;0,033796359
bahia;nordeste;medio;nao_alto;alto_medio;medio;nao_baixo;alto_medio;algum_interesse;nao_faz_diferenca__mentes_abertas;nao_faz_diferenca;sim;outro;outro;outro;outro;outro;na;nao influencia;conhece;na;concorda;na;a favor;nao_tem_companh;nao_tem_companh;tem filhos;filhos_moram;filhos_moram_crescidos;na;filhos_moram_crescidos;ja_tenho_filhos;sim;sou_membro_de_assoc;medio;sou_membro_de_assocmedio;apoiaria;nao_tem_companh;nao_tem_companh;sim;nao_nunca_pensou;masculino;de 40 a 49;ensino_fundamental;ate 2 sm;catolica;0,033796359
bahia;nordeste;alto;alto;alto_medio;nao_medio;nao_baixo;alto_medio;algum_interesse;nao_faz_diferenca__mentes_abertas;nao_faz_diferenca;sim;outro;dificuldade de concorrer com um homem;outro;outro;outro;dificuldade de concorrer com um homem;influencia;nao_conhece;voce desconhece a legislacao;concorda;sim;a favor;nao_tem_companh;nao_tem_companh;tem filhos;filhos_nao_moram;filhos_nao_moram;na;filhos_nao_moram;ja_tenho_filhos;sim;nao_sou_membro_de_assoc; ;nao_sou_membro_de_assoc;apoiaria;nao_tem_companh;nao_tem_companh;sim;nao_nunca_pensou;masculino;de 50 a 59;ensino_medio;mais de 2 a 5 sm;catolica;0,033796359
bahia;nordeste;alto;alto;alto_medio;nao_medio;nao_baixo;alto_medio;algum_interesse;simhomens_engajados/as_patriarcado;faz_diferenca;sim;outro;outro;outro;falta_interesse;outro;falta de interesse por politica;influencia;nao_conhece;voce desconhece a legislacao;discorda;nao;contra;tem_companh;tem_companh_que_eh_responsavel;tem filhos;filhos_moram;filhos_moram_crescidos;na;filhos_moram_crescidos;ja_tenho_filhos;sim;nao_sou_membro_de_assoc; ;nao_sou_membro_de_assoc;apoiaria;apoiaria;apoiaria;sim;sim_mas_nunca_se_candidatou;masculino;60 anos ou mais;ensino_superior;mais de 10 sm;catolica;0,033796359
bahia;nordeste;medio;nao_alto;alto_medio;medio;nao_baixo;alto_medio;algum_interesse;simmulheres_engajados/as_feministas;faz_diferenca;sim;outro;outro;outro;falta_interesse;outro;falta de interesse por politica;influencia;conhece;insuficientes;concorda;sim;a favor;nao_tem_companh;nao_tem_companh;tem filhos;filhos_moram;filhos_moram_crescidos;na;filhos_moram_crescidos;ja_tenho_filhos;nao;nao_sou_membro_de_assoc; ;nao_sou_membro_de_assoc;apoiaria;nao_tem_companh;nao_tem_companh;nao;nao_nunca_pensou;masculino;60 anos ou mais;ensino_medio;na;catolica;0,033796359
distrito federal;centro-oeste;nenhum;nao_alto;baixo_sem;nao_medio;nao_baixo;baixo_sem;nenhum_interesse;nao_faz_diferenca__mentes_abertas;nao_faz_diferenca;sim;outro;dificuldade de concorrer com um homem;outro;outro;outro;dificuldade de concorrer com um homem;influencia;nao_conhece;voce desconhece a legislacao;concorda;sim;a favor;tem_companh;tem_companh_que_eh_responsavel;tem filhos;filhos_moram;filhos_moram_crescidos;na;filhos_moram_crescidos;ja_tenho_filhos;sim;nao_sou_membro_de_assoc; ;nao_sou_membro_de_assoc;apoiaria;apoiaria;apoiaria;nao;nao_nunca_pensou;masculino;60 anos ou mais;ensino_medio;mais de 5 a 10 sm;na;0,006385705
distrito federal;centro-oeste;medio;nao_alto;alto_medio;medio;nao_baixo;alto_medio;algum_interesse;simhomens_engajados/as_patriarcado;faz_diferenca;nao;outro;outro;outro;falta_interesse;outro;falta de interesse por politica;influencia;nao_conhece;voce desconhece a legislacao;discorda;sim;contra;nao_tem_companh;nao_tem_companh;tem filhos;filhos_nao_moram;filhos_nao_moram;na;filhos_nao_moram;ja_tenho_filhos;sim;nao_sou_membro_de_assoc; ;nao_sou_membro_de_assoc;apoiaria;nao_tem_companh;nao_tem_companh;nao;nao_nunca_pensou;masculino;de 40 a 49;ensino_fundamental;mais de 2 a 5 sm;evangelica;0,006385705
espirito santo;sudeste;nenhum;nao_alto;baixo_sem;nao_medio;nao_baixo;baixo_sem;nenhum_interesse;nao_faz_diferenca__mentes_abertas;nao_faz_diferenca;sim;outro;outro;falta_apoio_party;outro;outro;falta de apoio dos partidos politicos;nao influencia;nao_conhece;voce desconhece a legislacao;discorda;nao;contra;nao_tem_companh;nao_tem_companh;tem filhos;filhos_moram;filhos_moram_crescidos;na;filhos_moram_crescidos;ja_tenho_filhos;sim;nao_sou_membro_de_assoc; ;nao_sou_membro_de_assoc;nao_apoiaria;nao_tem_companh;nao_tem_companh;nao;nao_nunca_pensou;masculino;de 50 a 59;ensino_superior;mais de 10 sm;catolica;0,009002023
goias;centro-oeste;medio;nao_alto;alto_medio;medio;nao_baixo;alto_medio;algum_interesse;nao_faz_diferenca__mentes_abertas;nao_faz_diferenca;sim;outro;outro;falta_apoio_party;outro;outro;falta de apoio dos partidos politicos;influencia;nao_conhece;voce desconhece a legislacao;concorda;sim;a favor;nao_tem_companh;nao_tem_companh;tem filhos;filhos_nao_moram;filhos_nao_moram;na;filhos_nao_moram;ja_tenho_filhos;sim;sou_membro_de_assoc;medio;sou_membro_de_assocmedio;nao_apoiaria;nao_tem_companh;nao_tem_companh;nao;nao_nunca_pensou;masculino;60 anos ou mais;ensino_fundamental;ate 2 sm;catolica;0,015718139
goias;centro-oeste;medio;nao_alto;alto_medio;medio;nao_baixo;alto_medio;algum_interesse;nao_faz_diferenca__mentes_abertas;nao_faz_diferenca;na;outro;outro;outro;outro;outro;outro;influencia;conhece;na;concorda;sim;contra;tem_companh;tem_companh_que_eh_responsavel;tem filhos;filhos_moram;filhos_moram_crescidos;na;filhos_moram_crescidos;ja_tenho_filhos;nao;nao_sou_membro_de_assoc; ;nao_sou_membro_de_assoc;apoiaria;apoiaria;nao_apoiaria;sim;sim_mas_nunca_se_candidatou;masculino;60 anos ou mais;ensino_medio;mais de 5 a 10 sm;catolica;0,015718139
goias;centro-oeste;medio;nao_alto;alto_medio;medio;nao_baixo;alto_medio;algum_interesse;nao_faz_diferenca__mentes_abertas;nao_faz_diferenca;sim;outro;outro;outro;falta_interesse;outro;falta de interesse por politica;influencia;conhece;suficientes;discorda;nao;contra;nao_tem_companh;nao_tem_companh;tem filhos;filhos_nao_moram;filhos_nao_moram;na;filhos_nao_moram;ja_tenho_filhos;sim;nao_sou_membro_de_assoc; ;nao_sou_membro_de_assoc;apoiaria;nao_tem_companh;nao_tem_companh;sim;nao_nunca_pensou;masculino;de 40 a 49;ensino_superior;mais de 10 sm;catolica;0,015718139
maranhao;nordeste;nenhum;nao_alto;baixo_sem;nao_medio;nao_baixo;baixo_sem;nenhum_interesse;nao_faz_diferenca__mentes_abertas;nao_faz_diferenca;sim;outro;outro;falta_apoio_party;outro;outro;falta de apoio dos partidos politicos;influencia;nao_conhece;voce desconhece a legislacao;concorda;sim;contra;tem_companh;tem_companh_que_eh_responsavel;tem filhos;filhos_moram;filhos_moram_crescidos;na;filhos_moram_crescidos;ja_tenho_filhos;sim;nao_sou_membro_de_assoc; ;nao_sou_membro_de_assoc;apoiaria;nao_apoiaria;nao_apoiaria;nao;nao_nunca_pensou;masculino;60 anos ou mais;ensino_medio;mais de 10 sm;catolica;0,015246123
mato grosso do sul;centro-oeste;medio;nao_alto;alto_medio;medio;nao_baixo;alto_medio;algum_interesse;nao_faz_diferenca__mentes_abertas;nao_faz_diferenca;sim;outro;outro;falta_apoio_party;outro;outro;falta de apoio dos partidos politicos;influencia;conhece;suficientes;discorda;sim;a favor;nao_tem_companh;nao_tem_companh;tem filhos;filhos_nao_moram;filhos_nao_moram;na;filhos_nao_moram;ja_tenho_filhos;sim;nao_sou_membro_de_assoc; ;nao_sou_membro_de_assoc;nao_apoiaria;nao_tem_companh;nao_tem_companh;nao;nao_nunca_pensou;masculino;de 40 a 49;ensino_medio;ate 2 sm;catolica;0,006453136
minas gerais;sudeste;baixo;nao_alto;baixo_sem;nao_medio;baixo;baixo_sem;algum_interesse;nao_faz_diferenca__mentes_abertas;nao_faz_diferenca;nao;outro;outro;outro;falta_interesse;outro;falta de interesse por politica;nao influencia;conhece;insuficientes;concorda;nao;a favor;nao_tem_companh;nao_tem_companh;tem filhos;filhos_moram;filhos_moram_crescidos;na;filhos_moram_crescidos;ja_tenho_filhos;sim;nao_sou_membro_de_assoc; ;nao_sou_membro_de_assoc;apoiaria;nao_tem_companh;nao_tem_companh;sim;nao_nunca_pensou;masculino;de 40 a 49;ensino_medio;mais de 2 a 5 sm;evangelica;0,050404585
minas gerais;sudeste;nenhum;nao_alto;baixo_sem;nao_medio;nao_baixo;baixo_sem;nenhum_interesse;nao_faz_diferenca__mentes_abertas;nao_faz_diferenca;nao;outro;outro;outro;falta_interesse;outro;falta de interesse por politica;nao influencia;conhece;insuficientes;discorda;nao;contra;nao_tem_companh;nao_tem_companh;tem filhos;filhos_nao_moram;filhos_nao_moram;na;filhos_nao_moram;ja_tenho_filhos;sim;nao_sou_membro_de_assoc; ;nao_sou_membro_de_assoc;apoiaria;nao_tem_companh;nao_tem_companh;nao;nao_nunca_pensou;masculino;de 20 a 29;ensino_medio;na;na;0,050404585
minas gerais;sudeste;medio;nao_alto;alto_medio;medio;nao_baixo;alto_medio;algum_interesse;simmulheres_engajados/as_feministas;faz_diferenca;sim;outro;dificuldade de concorrer com um homem;outro;outro;outro;dificuldade de concorrer com um homem;influencia;nao_conhece;voce desconhece a legislacao;concorda;sim;a favor;tem_companh;tem_companh_que_eh_responsavel;tem filhos;filhos_moram;filhos_moram_crescidos;na;filhos_moram_crescidos;ja_tenho_filhos;nao;nao_sou_membro_de_assoc; ;nao_sou_membro_de_assoc;apoiaria;apoiaria;apoiaria;sim;nao_nunca_pensou;masculino;60 anos ou mais;ensino_fundamental;mais de 2 a 5 sm;catolica;0,050404585
para;norte;alto;alto;alto_medio;nao_medio;nao_baixo;alto_medio;algum_interesse;nao_faz_diferenca__mentes_abertas;nao_faz_diferenca;sim;outro;outro;falta_apoio_party;outro;outro;falta de apoio dos partidos politicos;nao influencia;conhece;insuficientes;concorda;sim;a favor;nao_tem_companh;nao_tem_companh;tem filhos;filhos_nao_moram;filhos_nao_moram;na;filhos_nao_moram;ja_tenho_filhos;sim;sou_membro_de_assoc;alto;sou_membro_de_assocalto;apoiaria;nao_tem_companh;nao_tem_companh;sim;sim_mas_nunca_se_candidatou;masculino;de 40 a 49;ensino_superior;mais de 2 a 5 sm;sem religiao ou crenca;0,018469319
para;norte;alto;alto;alto_medio;nao_medio;nao_baixo;alto_medio;algum_interesse;nao_faz_diferenca__mentes_abertas;nao_faz_diferenca;sim;outro;outro;outro;falta_interesse;outro;falta de interesse por politica;influencia;conhece;suficientes;concorda;sim;contra;tem_companh;tem_companh_que_eh_responsavel;tem filhos;filhos_moram;filhos_moram_crescidos;na;filhos_moram_crescidos;ja_tenho_filhos;sim;sou_membro_de_assoc;alto;sou_membro_de_assocalto;apoiaria;apoiaria;apoiaria;sim;sim_e_ja_se_candidatou;masculino;de 50 a 59;ensino_medio;ate 2 sm;catolica;0,018469319
para;norte;medio;nao_alto;alto_medio;medio;nao_baixo;alto_medio;algum_interesse;nao_faz_diferenca__mentes_abertas;nao_faz_diferenca;sim;outro;dificuldade de concorrer com um homem;outro;outro;outro;dificuldade de concorrer com um homem;influencia;nao_conhece;voce desconhece a legislacao;concorda;sim;a favor;tem_companh;tem_companh_que_eh_responsavel;tem filhos;filhos_moram;filhos_moram_crescidos;na;filhos_moram_crescidos;ja_tenho_filhos;sim;nao_sou_membro_de_assoc; ;nao_sou_membro_de_assoc;nao_apoiaria;nao_apoiaria;nao_apoiaria;nao;nao_nunca_pensou;masculino;de 50 a 59;ensino_superior;mais de 5 a 10 sm;catolica;0,018469319
paraiba;nordeste;medio;nao_alto;alto_medio;medio;nao_baixo;alto_medio;algum_interesse;simmulheres_engajados/as_feministas;faz_diferenca;nao;outro;outro;falta_apoio_party;outro;outro;falta de apoio dos partidos politicos;influencia;nao_conhece;voce desconhece a legislacao;concorda;sim;a favor;tem_companh;tem_companh_que_eh_responsavel;tem filhos;filhos_moram;filhos_moram_crescidos;na;filhos_moram_crescidos;ja_tenho_filhos;sim;nao_sou_membro_de_assoc; ;nao_sou_membro_de_assoc;apoiaria;apoiaria;apoiaria;nao;sim_mas_nunca_se_candidatou;masculino;de 50 a 59;ensino_superior;mais de 2 a 5 sm;catolica;0,008968307
paraiba;nordeste;baixo;nao_alto;baixo_sem;nao_medio;baixo;baixo_sem;algum_interesse;nao_faz_diferenca__mentes_abertas;nao_faz_diferenca;nao;outro;outro;outro;falta_interesse;outro;falta de interesse por politica;influencia;conhece;insuficientes;concorda;sim;a favor;tem_companh;tem_companh_que_eh_responsavel;tem filhos;filhos_moram;filhos_moram_crescidos;na;filhos_moram_crescidos;ja_tenho_filhos;sim;nao_sou_membro_de_assoc; ;nao_sou_membro_de_assoc;nao_apoiaria;nao_apoiaria;nao_apoiaria;nao;nao_nunca_pensou;masculino;de 50 a 59;ensino_superior;mais de 5 a 10 sm;catolica;0,008968307
parana;sul;medio;nao_alto;alto_medio;medio;nao_baixo;alto_medio;algum_interesse;nao_faz_diferenca__mentes_abertas;nao_faz_diferenca;sim;falta de apoio da familia;outro;outro;outro;outro;falta de apoio da familia;influencia;conhece;suficientes;concorda;sim;a favor;tem_companh;tem_companh_que_eh_responsavel;tem filhos;filhos_moram;filhos_moram_crescidos;na;filhos_moram_crescidos;ja_tenho_filhos;nao;nao_sou_membro_de_assoc; ;nao_sou_membro_de_assoc;apoiaria;apoiaria;nao_apoiaria;sim;sim_mas_nunca_se_candidatou;masculino;de 50 a 59;ensino_superior;mais de 5 a 10 sm;catolica;0,026689144
parana;sul;baixo;nao_alto;baixo_sem;nao_medio;baixo;baixo_sem;algum_interesse;simmulheres_engajados/as_feministas;faz_diferenca;sim;falta de apoio da familia;outro;outro;outro;outro;falta de apoio da familia;influencia;conhece;insuficientes;concorda;nao;a favor;nao_tem_companh;nao_tem_companh;tem filhos;filhos_nao_moram;filhos_nao_moram;na;filhos_nao_moram;ja_tenho_filhos;sim;nao_sou_membro_de_assoc; ;nao_sou_membro_de_assoc;apoiaria;nao_tem_companh;nao_tem_companh;sim;sim_mas_nunca_se_candidatou;masculino;de 40 a 49;ensino_fundamental;mais de 2 a 5 sm;catolica;0,026689144
